name,evolution_info,ability_1,ability_2,hidden_ability,hp,atk,def,sp_atk,sp_def,spd,catch_rate,rarity,obtainability,type1,type2,wiki_url,gen
Chimecho,Chimecho is a Psychic-type Pokémon. Having evolved from Chingling when leveled up with max happiness during night-time..,Levitate,,,65,50,70,95,80,65,5.88,Rare,['Wild'],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Chimecho,3
Clamperl,It evolves into Huntail when traded while holding a Deep Sea Tooth and into Gorebyss when traded while holding a Deep Sea Scale.,Shell Armor,,Rattled,35,64,85,74,55,32,33.33,Uncommon,"['Surfing', 'Fishing', 'Excavation', 'Abandoned Ship', 'Love Island']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Clamperl,3
Claydol,Claydol is a Ground and Psychic-type Pokémon. Having evolved from Baltoy at level 36.,Levitate,,,60,70,105,70,120,75,11.76,Rare,['Wild'],Ground, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Claydol,3
Combusken,"Combusken is a Fire-type Pokémon. Having evolved from Torchic at level 16, it evolves into Blaziken at level 36.",Blaze,,Speed Boost,60,85,60,85,60,55,5.88,Unhuntable,[],Fire, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Combusken,3
Corphish,It evolves into Crawdaunt upon reaching level 30.,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,26.8,Rare,"['Land', 'Surfing', 'Fishing', 'Excavation', 'Doctors Quest']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Corphish,3
Cradily,Cradily is a Rock and Grass-type Pokémon. Having evolved from Lileep at level 40.,Suction Cups,,Storm Drain,86,81,97,81,107,43,5.88,Unhuntable,[],Rock, Grass,https://wiki.pokemonrevolution.net/index.php?title=Cradily,3
Crawdaunt,Crawdaunt is a Water and Dark-type Pokémon. Having evolved from Corphish at level 30.,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,20.26,Rare,['Surfing'],Water, Dark,https://wiki.pokemonrevolution.net/index.php?title=Crawdaunt,3
Delcatty,Delcatty is a Normal-type Pokémon. Having evolved from Skitty at level when exposed to a Moon Stone.,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,70,7.84,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Delcatty,3
Deoxys,,Pressure,,,50,95,90,95,90,180,0.39,Unhuntable,[],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Deoxys,3
Dusclops,It evolves from Duskull starting at level 37 and then evolves into Dusknoir when traded while holding a Reaper Cloth.,Pressure,,Frisk,40,70,130,60,130,25,11.76,Rare,['Land'],Ghost,,https://wiki.pokemonrevolution.net/index.php?title=Dusclops,3
Duskull,"It evolves into Dusclops as early as level 37, which then evolves into Dusknoir when traded holding a Reaper Cloth.",Levitate,,Frisk,20,40,90,30,90,25,24.84,Uncommon,"['Land', 'Excavation']",Ghost,,https://wiki.pokemonrevolution.net/index.php?title=Duskull,3
Dustox,"Dustox evolves from Cascoon at level 10, thereby reaching the final stage of Wurmple's second evolutionary line.",Shield Dust,,Compound Eyes,60,50,70,50,90,90,5.88,Common,"['Land', 'Headbutt Trees']",Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Dustox,3
Electrike,It evolves into Manectric upon reaching level 26.,Static,Lightning Rod,Minus,40,45,40,65,40,65,15.69,Uncommon,"['Land', 'Bosses']",Electric,,https://wiki.pokemonrevolution.net/index.php?title=Electrike,3
Exploud,"Exploud is a Normal-type Pokémon. Having evolved from Loudred at level 40, it is the final evolutionary stage of Whismur.",Soundproof,,Scrappy,104,91,63,91,63,68,5.88,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Exploud,3
Feebas,It evolves into Milotic when traded while holding a Prism Scale.,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,33.33,Rare,"['Surfing', 'Fishing', 'Excavation', 'Bosses']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Feebas,3
Flygon,Having it evolved from Vibrava at level 45.,Levitate,,,80,100,80,80,80,100,5.88,Unhuntable,[],Ground, Dragon,https://wiki.pokemonrevolution.net/index.php?title=Flygon,3
Gardevoir,Gardevoir is a Psychic and Fairy type Pokémon. It evolves from Kirlia at level 30. It is the female counterpart to Gallade and is the final evolution of Ralts.,Synchronize,Trace,Telepathy,68,65,65,125,115,80,5.88,Unhuntable,[],Psychic, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Gardevoir,3
Glalie,Glalie is an Ice-type Pokémon. Having evolved from Snorunt at level 42.,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,9.8,Unhuntable,['Wild'],Ice,,https://wiki.pokemonrevolution.net/index.php?title=Glalie,3
Gorebyss,Gorebyss is a Water-type Pokémon. Having evolved from Clamperl when consummated in any trade transaction while holding a Deep Sea Scale.,Swift Swim,,Hydration,55,84,105,114,75,52,7.84,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Gorebyss,3
Groudon,,Drought,,,100,150,140,100,90,90,0.39,Unhuntable,[],Ground,,https://wiki.pokemonrevolution.net/index.php?title=Groudon,3
Grovyle,"Grovyle is a Grass-type Pokémon. Having evolved from Treecko at level 16, it evolves into Sceptile at level 36.",Overgrow,,Unburden,50,65,45,85,65,95,5.88,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Grovyle,3
Grumpig,Grumpig is a Psychic type Pokémon. Having it evolved from Spoink upon reaching level 32.,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80,7.84,Unhuntable,"['Level Up', 'Egg Moves', 'TMs', 'TM Tutors', 'Move Tutors']",Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Grumpig,3
Gulpin,It evolves into Swalot upon reaching level 26.,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,29.41,Uncommon,['Land'],Poison,,https://wiki.pokemonrevolution.net/index.php?title=Gulpin,3
Hariyama,Hariyama is a Fighting-type Pokémon. Having evolved from Makuhita at level 24.,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50,26.14,Uncommon,['Wild'],Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Hariyama,3
Huntail,Huntail is a Water-type Pokémon. Having evolved from Clamperl when consummated in any trade transaction while holding a Deep Sea Tooth.,Swift Swim,,Water Veil,55,104,105,94,75,52,7.84,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Huntail,3
Illumise,,Oblivious,Tinted Lens,Prankster,65,47,55,73,75,85,19.61,Uncommon,"['Land', 'Headbutt Trees']",Bug,,https://wiki.pokemonrevolution.net/index.php?title=Illumise,3
Jirachi,,Serene Grace,,,100,100,100,100,100,100,0.39,Unhuntable,[],Steel, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Jirachi,3
Kecleon,,Color Change,,Protean,60,90,70,60,120,40,26.14,Uncommon,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Kecleon,3
Kirlia,"Kirlia is a Psychic and Fairy type Pokémon. 
It evolves into Ralts upon reaching level 20, and evolves either into Gardevoir at level 30, or, if male, Gallade when exposed to a Dawn Stone.",Synchronize,Trace,Telepathy,38,35,35,65,55,50,15.69,Rare,['Wild'],Psychic, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Kirlia,3
Kyogre,,Drizzle,,,100,100,90,150,140,90,0.39,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Kyogre,3
Lairon,It evolves from Aron upon reaching level 32 and then into Aggron upon reaching level 42.,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40,11.76,Rare,['Land'],Steel, Rock,https://wiki.pokemonrevolution.net/index.php?title=Lairon,3
Latias,,Levitate,,,80,80,90,110,130,110,0.39,Unhuntable,[],Dragon, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Latias,3
Latios,,Levitate,,,80,90,80,130,110,110,0.39,Unhuntable,[],Dragon, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Latios,3
Lileep,It evolves into Cradily upon reaching level 40.,Suction Cups,,Storm Drain,66,41,77,61,87,23,5.88,Rare,"['Land', 'Bosses', 'Root Fossil']",Rock, Grass,https://wiki.pokemonrevolution.net/index.php?title=Lileep,3
Linoone,It evolves From Zigzagoon and into its only evolution Linoone as early as level 20.,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100,11.76,Common,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Linoone,3
Lombre,"Lombre is a [Water[_(type)|Water]] and Grass-type Pokémon. Having evolved from Lotad at level 14, it evolved into Ludicolo when exposed to a Water Stone.",Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50,15.69,Common,"['Wild', 'Surfing']",Water, Grass,https://wiki.pokemonrevolution.net/index.php?title=Lombre,3
Lotad,"It evolves into Lombre upon reaching level 14, which then evolves into Ludicolo when exposed to a Water Stone.",Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30,33.33,Common,"['Land', 'Surfing', 'Fishing', 'Bosses']",Water, Grass,https://wiki.pokemonrevolution.net/index.php?title=Lotad,3
Loudred,"Having it evolved into Whismur upon reaching level 20, and evolves into Exploud at level 40.",Soundproof,,Scrappy,84,71,43,71,43,48,15.69,Common,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Loudred,3
Ludicolo,"Ludicolo is a Water and Grass-type Pokémon. Having evolved from Lombre at level , it is the final evolutionary stage of Lotad.",Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70,5.88,Uncommon,"['Wild', 'Surfing']",Water, Grass,https://wiki.pokemonrevolution.net/index.php?title=Ludicolo,3
Lunatone,,Levitate,,,70,55,65,95,85,70,5.88,Rare,"['Land', 'Surfing', 'Excavation']",Rock, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Lunatone,3
Luvdisc,,Swift Swim,,Hydration,43,30,55,40,65,97,29.41,Uncommon,"['Surfing', 'Fishing']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Luvdisc,3
Makuhita,It evolves into Hariyama upon reaching level 24.,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25,23.53,Common,['Land'],Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Makuhita,3
Manectric,Manectric is an Electric-type Pokémon. Having evolved from Electrike at level 26.,Static,Lightning Rod,Minus,70,75,60,105,60,105,5.88,Rare,['Wild'],Electric,,https://wiki.pokemonrevolution.net/index.php?title=Manectric,3
Marshtomp,"Marshtomp is a [Water[_(type)|Water]] and Ground-type Pokémon. Having evolved from Mudkip at level 16, evolves into Swampert at level 36.",Torrent,,Damp,70,85,70,60,70,50,5.88,Unhuntable,[],Water, Ground,https://wiki.pokemonrevolution.net/index.php?title=Marshtomp,3
Masquerain,Masquerain is a Bug and Flying-type Pokémon. Having evolved from Surskit at level 22.,Intimidate,,Unnerve,70,60,62,80,82,60,9.8,Uncommon,"['Wild', 'Surfing']",Bug, Flying,https://wiki.pokemonrevolution.net/index.php?title=Masquerain,3
Mawile,,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50,5.88,Rare,"['Land', 'Bosses']",Steel, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Mawile,3
Medicham,Medicham is a Fighting and Psychic-type Pokémon. Having evolved from Meditite at level 37.,Pure Power,,Telepathy,60,60,75,60,75,80,11.76,Rare,['Wild'],Fighting, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Medicham,3
Meditite,It evolves into Medicham upon reaching level 37.,Pure Power,,Telepathy,30,40,55,40,55,60,23.53,Rare,"['Land', 'Bosses']",Fighting, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Meditite,3
Metagross,It evolves from Metang starting at level 45. It can Mega Evolve into Mega Metagross via exposure to the Metagrossite.,Clear Body,,Light Metal,80,135,130,95,90,70,0.39,Unhuntable,[],Steel, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Metagross,3
Metang,It is the evolved form of Beldum and evolves into Metagross upon reaching level 45.,Clear Body,,Light Metal,60,75,100,55,80,50,0.39,Rare,['Land'],Steel, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Metang,3
Mightyena,It evolves From Poochyena and into its only evolution Mightyena as early as level 18.,Intimidate,Quick Feet,Moxie,70,90,70,60,60,70,16.6,Common,['Land'],Dark,,https://wiki.pokemonrevolution.net/index.php?title=Mightyena,3
Milotic,It evolves from Feebas when traded with a Prism Scale.,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,7.84,Rare,['Surfing'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Milotic,3
Minun,,Minus,,Volt Absorb,60,40,50,75,85,95,26.14,Uncommon,"['Land', 'Headbutt Trees']",Electric,,https://wiki.pokemonrevolution.net/index.php?title=Minun,3
Mudkip,"It evolves into Marshtomp upon reaching level 16, which then evolves into Swampert after reaching level 36. It is the Water type starter of Hoenn.",Torrent,,Damp,50,70,50,50,50,40,5.88,Rare,"['Land', 'Surfing', 'Headbutt Trees', 'Bosses', 'Excavation', 'Hoenn Daycare']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Mudkip,3
Nincada,"It evolves into Ninjask at level 20 and, if a party slot is vacant and at least 1 Pokeball is in the players bag, it will also evolve into Shedinja, giving you two Pokémon.",Compound Eyes,,Run Away,31,45,90,30,30,40,33.33,Rare,"['Land', 'Bosses']",Bug, Ground,https://wiki.pokemonrevolution.net/index.php?title=Nincada,3
Ninjask,Ninjask is a Bug and Flying-type Pokémon. Having evolved from Nincada at level 20.,Speed Boost,,Infiltrator,61,90,45,50,50,160,15.69,Unhuntable,[],Bug, Flying,https://wiki.pokemonrevolution.net/index.php?title=Ninjask,3
Nosepass,"It evolves into Probopass when leveled up at either Power Plant, New Mauville, Mt. Coronet North, Mt. Coronet South or Mt. Coronet Summit.",Sturdy,Magnet Pull,Sand Force,30,45,135,45,135,30,33.33,Common,"['Land', 'Diggable Patches']",Rock,,https://wiki.pokemonrevolution.net/index.php?title=Nosepass,3
Numel,"Numel is a Fire- and Ground-type Pokémon. It evolves into Camerupt as early as level 33, which is the final stage of its evolutionary line.",Oblivious,Simple,Own Tempo,60,60,40,65,45,35,33.33,Uncommon,['Land'],Fire, Ground,https://wiki.pokemonrevolution.net/index.php?title=Numel,3
Nuzleaf,"It evolves from Seedot upon reaching level 14, and evolves into Shiftry when exposed to a Leaf Stone.",Chlorophyll,Early Bird,Pickpocket,70,70,40,60,40,60,15.69,Common,"['Land', 'Headbutt Trees']",Grass, Dark,https://wiki.pokemonrevolution.net/index.php?title=Nuzleaf,3
Pelipper,It evolves from Wingull upon reaching level 25.,Keen Eye,Drizzle,Rain Dish,60,50,100,85,70,65,5.88,Common,"['Land', 'Surfing']",Water, Flying,https://wiki.pokemonrevolution.net/index.php?title=Pelipper,3
Plusle,,Plus,,Lightning Rod,60,50,40,85,75,95,26.14,Uncommon,"['Land', 'Headbutt Trees', 'Bosses']",Electric,,https://wiki.pokemonrevolution.net/index.php?title=Plusle,3
Poochyena,It evolves into Mightyena upon reaching level 18.,Run Away,Quick Feet,Rattled,30,55,35,30,30,35,33.33,Common,"['Land', 'Headbutt Trees', 'Bosses']",Dark,,https://wiki.pokemonrevolution.net/index.php?title=Poochyena,3
Ralts,"Ralts is a Psychic and Fairy type Pokémon. 
It evolves into Kirlia upon reaching level 20, which evolves either into Gardevoir at level 30, or, if male, Gallade when exposed to a Dawn Stone.",Synchronize,Trace,Telepathy,28,25,25,45,35,40,30.72,Rare,"['Wild', 'Bosses']",Psychic, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Ralts,3
Rayquaza,,Air Lock,,,105,150,90,150,90,95,0.39,Unhuntable,[],Dragon, Flying,https://wiki.pokemonrevolution.net/index.php?title=Rayquaza,3
Regice,,Clear Body,,Ice Body,80,50,100,100,200,50,0.39,Unhuntable,[],Ice,,https://wiki.pokemonrevolution.net/index.php?title=Regice,3
Regirock,,Clear Body,,Sturdy,80,100,200,50,100,50,0.39,Unhuntable,[],Rock,,https://wiki.pokemonrevolution.net/index.php?title=Regirock,3
Registeel,,Clear Body,,Light Metal,80,75,150,75,150,50,0.39,Unhuntable,[],Steel,,https://wiki.pokemonrevolution.net/index.php?title=Registeel,3
Relicanth,,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,3.27,Rare,"['Surfing', 'Fishing', 'Bosses']",Water, Rock,https://wiki.pokemonrevolution.net/index.php?title=Relicanth,3
Roselia,It evolves from Budew when leveled up with maximum happiness(255) during the daytime and evolves into Roserade when exposed to a Shiny Stone.,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,19.61,Uncommon,['Land'],Grass, Poison,https://wiki.pokemonrevolution.net/index.php?title=Roselia,3
Sableye,,Keen Eye,Stall,Prankster,50,75,75,65,65,50,5.88,Rare,"['Land', 'Headbutt Trees', 'Bosses']",Dark, Ghost,https://wiki.pokemonrevolution.net/index.php?title=Sableye,3
Salamence,"Salamence is a Dragon and Flying-type Pokémon. Having evolved from Shelgon at level 50, it is the final evolutionary stage of Bagon.",Intimidate,,Moxie,95,135,80,110,80,100,5.88,Unhuntable,[],Dragon, Flying,https://wiki.pokemonrevolution.net/index.php?title=Salamence,3
Sceptile,"Sceptile is a Grass-type Pokémon. Having evolved from Grovyle at level 36, it is the final evolutionary stage of Treecko.",Overgrow,,Unburden,70,85,65,105,85,120,5.88,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Sceptile,3
Sealeo,"Sealeo is a Ice and Water-type Pokémon. Having evolved from Spheal at level 32, it evolves into Walrein at level 44.",Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,15.69,Uncommon,"['Wild', 'Surfing']",Ice, Water,https://wiki.pokemonrevolution.net/index.php?title=Sealeo,3
Seedot,"It evolves into Nuzleaf upon reaching level 14, which then evolves into Shiftry when exposed to a Leaf Stone.",Chlorophyll,Early Bird,Pickpocket,40,40,50,30,30,30,33.33,Common,"['Land', 'Headbutt Trees', 'Doctors Quest']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Seedot,3
Seviper,,Shed Skin,,Infiltrator,73,100,60,100,60,65,11.76,Uncommon,['Land'],Poison,,https://wiki.pokemonrevolution.net/index.php?title=Seviper,3
Sharpedo,Sharpedo is a Dark and Water type Pokémon. Having it evolved from Carvanha upon reaching level 30. It can  Mega Evolve into Mega Sharpedo via the exposure of Sharpedonite.,Rough Skin,,Speed Boost,70,120,40,95,40,95,7.84,Rare,"['Surfing', 'Fishing']",Water, Dark,https://wiki.pokemonrevolution.net/index.php?title=Sharpedo,3
Shedinja,"Shedinja is a Bug and Ghost-type Pokémon. Having evolved from Nincada at level 20 and, if a party slot is vacant and at least 1 Pokeball is in the players bag.",Wonder Guard,,,1,90,45,30,30,40,5.88,Unhuntable,[],Bug, Ghost,https://wiki.pokemonrevolution.net/index.php?title=Shedinja,3
Shelgon,"Shelgon is a Dragon-type Pokémon. Having evolved from Bagon at level 30, it evolves into Salamence at level 50.",Rock Head,,Overcoat,65,95,100,60,50,50,5.88,Rare,[],Dragon,,https://wiki.pokemonrevolution.net/index.php?title=Shelgon,3
Shiftry,It evolves from Nuzleaf  when exposed to a Leaf Stone. This is the final form of Seedot,Chlorophyll,Early Bird,Pickpocket,90,100,60,90,60,80,5.88,Uncommon,"['Land', 'Headbutt Trees']",Grass, Dark,https://wiki.pokemonrevolution.net/index.php?title=Shiftry,3
